ID,Source if not TB,module,ch,Topic,2019midterm,2019_101_mock,label,Question text,latex,advanced variation,Alternate,Original (if changed),Answer,Extended answer,solution hints,Exam/practice,Difficulty,Share correct 2024,Share correct 101,2016_May_exam,2016_practice,2016_resit,2017_midterm,101midterm_2017,2017_practicemidterm,2017_101_practice_midterm,final_2017,101_final_2017,2017_resit,2017_resit_101,2018_midterm,101midterm_2018,2018_final,2018_final_101,2018_resit_101,Comments_DR,2019 mock midterm
9.25,,"beem101,bee2024",9,Perfect competition,,,,"In a competitive market, an efficient allocation of resources is characterized by
  a.  a price greater than the marginal cost of production.
  b.  the possibility of further mutually beneficial transactions.
  c.  the largest possible sum of consumer and producer surplus.
  d.  a value of consumer surplus equal to that of producer surplus.
",,,,,c,,,E,6,,,,,1,,,1,,,,,,,,,,,,
9.45,,"beem101,bee2024",9,Perfect competition,,,,"45. Suppose demand for a good is QD = 100 - P and supply is QS = -20 + P. What is the consumer surplus?
  a.  200
  b.  400
  c.  600
  d.  800
",,,,,d,,,P,8,,,,,,,,,,,,,,,,,,,,checked
10.8,,"beem101,bee2024",10,GE (and Welfare),,,,"\question[3] Under perfect competition, with equilibrium prices
\begin{enumerate}[label=(\alph*)]
  \item an equitable allocation of the available resources will always result.
  \item the outcome will definitely not be Pareto optimal, even if there are no market failures.
  \item there is no reason to expect that voluntary trading will result in an equitable allocation of the available resources.
  \item there will be shortages of some goods, balanced by surpluses of other goods.
\end{enumerate}

\begin{solution}
c. there is no reason to expect that voluntary trading will result in an equitable allocation of the available resources.
\end{solution}

","\question[3] Under perfect competition, with equilibrium prices
\begin{enumerate}[label=(\alph*)]
  \item  an equitable allocation of the available resources will always result.
  \item  there is no opportunity for individuals to trade amongst themselves.
  \item  there is no reason to expect that voluntary trading will result in an equitable allocation of the available resources.
\end{enumerate}",,,,,,,E,4,,,,,,,,,,1,,,,,,,,,,checked
10.11b,modification of 11,"beem101,bee2024",10,GE (and Welfare),,,,"11. Markets can fail to achieve efficiency because
  a. There is imperfect competition
  b. Consumers are risk averse
  c. Markets are in equilibrium
  d. There are a large number of firms
  ",,,,,a,,,E,5,,,1,,,,,1,,,,,,,,,,,,
10.11,,"beem101,bee2024",10,GE (and Welfare),,,,"Markets can fail to achieve efficiency because
  a.  there are prices consumers do not think are fair.
  b.  there are wages workers do not think are fair.
  c.  trade puts people out of work.
  d.  there are public goods.","

\question[3]  \textbf{Choose all that apply:} Markets can fail to achieve efficiency for the following reason(s)``
\begin{enumerate}[label=(\alph*)]
  \item There are prices consumers do not think are fair.
  \item There are wages workers do not think are fair.
  \item There are public goods.
  \item Trade puts people out of work.
  \item There are barriers to entry, leading to monopolies.
\end{enumerate}

\begin{solution}
  c. there are public goods and
  e. There are barriers to entry, leading to monopolies.
\end{solution}",,"2019:

\question[3]  \textbf{Choose TWO:} Markets can fail to achieve efficiency for the following reason(s)``
\begin{enumerate}[label=(\alph*)]
  \item There are prices consumers do not think are fair.
  \item Many goods are nonrival and nonexcludable.
  \item International trade reduces the wages of skilled domestic workers.
  \item There are barriers to entry, leading to a lack of perfect competition.
\item Some goods are \emph{substitutes} to other goods
\end{enumerate}

\begin{solution}
Many goods are nonrival and nonexcludable. AND
  There are barriers to entry, leading to a lack of perfect competition.
\end{solution}",changed 'when' to 'because',d,,,P,4,,,,1,,,,1,1,,1,1,,,,,,,,
11.1b,,"beem101,bee2024",11,Monopolies and price discrimination,,,,"\question[3] A monopolist with constant average and marginal cost equal to 8 (AC = MC = 8) faces demand Q = 100 - P, implying that its marginal revenue is MR = 100 - 2Q.  Its profit maximizing price is
\begin{enumerate}[label=(\alph*)]
    \item 0
  \item  8
  \item  46
  \item  54
  \item  92
\end{enumerate}

\begin{solution}
  d.  54
\end{solution}


",,,,"2. Consider the same monopoly situation as in the previous question.  The monopoly price is
  a.  8
  b.  46
  c.  54
  d.  92",d,,,P,,,,,,1,,,,,1,1,,,,,,,,,
11.23,,"beem101,bee2024",11,Monopolies and price discrimination,,,,"\question[3] A price-discriminating monopolist having identical costs in two markets should charge a higher price in that market
\begin{enumerate}[label=(\alph*)]
  \item which has a less price-elastic demand.
  \item which has a higher demand.
  \item which has a more price-elastic demand.
  \item which has a higher marginal revenue.
  \item which has more consumers.
\end{enumerate}

\begin{solution}
  a.  which has a less elastic demand.
\end{solution}

",,,"\question[4] A monopolist having identical costs in two markets should charge a lower price in that market
\begin{enumerate}[label=(\alph*)]
  \item which has a more price-elastic demand, as long as consumers \textit{cannot} easily resell this good to consumers in the other market.
  \item which has a less price-elastic demand, as long as consumers \textit{cannot}  easily resell this good to consumers in the other market.
  \item which has a more price-elastic demand, as long as consumers \textit{can}  easily resell this good to consumers in the other market.
  \item which has a less price-elastic demand, as long as consumers \textit{can}  easily resell this good to consumers in the other market.
  \item None of the above.

\end{enumerate}

\begin{solution}
   which has a more elastic demand, as long as consumers \textit{cannot} easily resell this good to consumers in the other market.
\end{solution}
","23. A price-discriminating monopolist having identical costs in two markets should charge a higher price in that market
  a.  which has a higher demand.
  b.  which has a more elastic demand.
  c.  which has a less elastic demand.
  d.  which has a higher marginal revenue.",a,,,E,5,,,,,,,,,,1,1,,,,,,,,,
11.14,,"beem101,bee2024",11,Monopolies and price discrimination,,,,"\question[3] A natural monopoly
\begin{enumerate}[label=(\alph*)]
  \item  is a monopoly in the production of raw materials.
  \item  occurs when one firm can supply the entire market more cheaply than can a number of firms.
  \item  is one result of a patent.
  \item  results from decreasing returns to scale.
\end{enumerate}

\begin{solution}
b.  occurs when one firm can supply the entire market more cheaply than can a number of firms.
\end{solution}

",,,,"14. A natural monopoly
  a.  is a monopoly in the production of raw materials.
  b.  occurs when one firm can supply the entire market more cheaply than can a number of firms.
  c.  is one result of a patent.
  d.  results from decreasing returns to scale.",b,,,E,5,,,,,,,,,,1,1,,,,,,,,,
11.21,,"beem101,bee2024",11,Monopolies and price discrimination,,,,"
\question[3] The “deadweight loss” from a monopoly refers to
\begin{enumerate}[label=(\alph*)]
  \item  the portion of a monopolist’s profits that are above the competitive profit level.
  \item  the increase in price due to the monopolization of a market.
  \item  the inefficient use of factors of production by a monopoly.
  \item  the loss of consumer surplus due to the monopolization of a market that is not transferred to another economic actor.
    \item the cost of subsidising a natural monopoly.
\end{enumerate}

\begin{solution}
  d.  the loss of consumer surplus due to the monopolization of a market that is not transferred to another economic actor.
\end{solution}

",,,,"21. The “deadweight loss” from a monopoly refers to
  a.  the portion of a monopolist’s profits that are above the competitive profit level.
  b.  the increase in price due to the monopolization of a market.
  c.  the inefficient use of factors of production by a monopoly.
  d.  the loss of consumer surplus due to the monopolization of a market that is not transferred to another economic actor.",d,,,E,4,,,,,,,,,,1,1,,,,,,,,,
11.s1,"Self, with http://academic.udayton.edu/PMIC/MC%20Questions/Chap%2012%20MC.pdf","beem101,bee2024",11,Monopolies and price discrimination,,,,"The figure above [monopopt.png] depicts the demand curve, marginal revenue curve, and marginal cost curves for a monopoly. Which of the following is correct:
a. The monopoly maximises its profit by charging p=60, yielding no deadweight loss
b. The monopoly maximises its profit by charging p=60, yielding a deadweight loss of 200
c. The monopoly maximises its profit by charging p=40, which also minimises deadweight loss
d. The monopoly maximises its profit by charging p=40, yielding a deadweight loss of 200
e. The monopoly maximises its profit by charging $p>60$, yielding a deadweight loss greater than 300
","\begin{minipage}{\linewidth}
\includegraphics[height=3in]{monopopt.ong}

\question[3] The figure above depicts the demand curve, marginal revenue curve, and marginal cost curves for a monopoly. Which of the following is correct:

\begin{enumerate}[label=(\alph*)]
\item The monopoly maximises its profit by charging p=60, yielding no deadweight loss
\item The monopoly maximises its profit by charging p=40, yielding a deadweight loss of 200
\item The monopoly maximises its profit by charging p=60, yielding a deadweight loss of 200
\item The monopoly maximises its profit by charging p=40, which also minimises deadweight loss
\item The monopoly maximises its profit by charging $p>60$, yielding a deadweight loss greater than 300
\end{enumerate}

\begin{solution}
 The monopoly maximises its profit by charging p=60, yielding a deadweight loss of 200
\end{solution}
\end{minipage}

",,,,c,,,E,7,,,1,,,,,,,,,,,,,,,,,
11.22,edited answers,"beem101,bee2024",11,Monopolies and price discrimination,,,,"22. For the practice of price discrimination to be successful, the monopoly must  a.  face an imperfect resale market for its product, making arbitrage difficult.
  b.  face similar demand curves for various markets, allowing greater economies of scale.
  c.  have similar costs among markets.
  d.  have a downward sloping marginal cost curve.
  e. produce a variety of products
 ","
\begin{minipage}{\linewidth}
\question[3] \textcolor{gray}{\textit{Select only one.}} For the practice of price discrimination to be successful, the monopoly must
\begin{enumerate}[label=(\alph*)]
  \item produce a variety of products.
  \item have similar costs among markets.
  \item have a downward sloping marginal cost curve.
  \item have an increasing-returns-to-scale production function.
  \item face an imperfect resale market for its product, making arbitrage difficult.
  \item face similar demand curves for various markets, allowing greater economies of scale.
\end{enumerate}
\begin{solution}
  face an imperfect resale market for its product, making arbitrage difficult.
\end{solution}
\end{minipage}",,,"22. For the practice of price discrimination to be successful, the monopoly must
  a.  face an imperfect resale market for its product, making arbitrage difficult.
  b.  face similar demand curves for various markets.
  c.  have similar costs among markets.
  d.  have a downward sloping marginal cost curve.",a,,,P,,,,1,,,,,,,,,1,1,,,,,,,
